City latitude,City longitude,Max temperature,Humidity,Cloud coverage,Wind speed,City country,City,City datetime
56.2,-2.95,283.33,88,75,3.6,GB,lundin links,1651351815
42.9097222,-85.7630556,286.49,66,100,9.83,US,grandville,1651351815
53.533333,-113.916667,285.0,39,75,6.17,CA,spruce grove,1651351816
46.673333,141.863333,275.98,58,79,1.4,RU,nevelsk,1651351817
58.044598,38.842594,272.25,70,13,2.53,RU,rybinsk,1651351817
-13.433333,-40.45,292.18,79,92,2.74,BR,maracas,1651351818
49.477579,20.029205,284.48,79,100,1.41,PL,nowy targ,1651351819
-6.2747222,-79.6041667,303.81,50,85,3.85,PE,salas,1651351820
47.966667,24.0,280.51,87,11,1.67,RO,bocicoiu mare,1651351820
47.983333,8.816667,280.75,79,83,1.58,DE,tuttlingen,1651351821
50.316667,-122.816667,282.05,87,86,0.86,CA,pemberton,1651351822
45.036772,35.377892,285.25,83,100,5.13,UA,feodosiya,1651351823
5.118412,-74.345492,296.82,70,78,1.34,CO,vergara,1651351823
11.4924,119.8703,301.68,78,100,9.39,PH,linapacan,1651351824
11.2434,124.0619,299.85,83,100,5.23,PH,talisay,1651351825
40.628621,-3.161849,292.93,65,93,1.63,ES,guadalajara,1651351826
51.166667,4.316667,283.28,75,0,3.09,BE,kruibeke,1651351826
47.05,25.516667,277.6,93,99,1.17,RO,bilbor,1651351827
45.516667,10.083333,289.94,72,40,1.03,IT,travagliato,1651351828
54.707685,31.409644,276.36,68,57,1.87,RU,gusino,1651351828
25.666667,76.166667,306.3,23,13,2.27,IN,lakheri,1651351829
37.280769,49.58319,289.05,100,100,0.0,IR,rasht,1651351830
42.35,25.0833333,285.83,80,58,1.52,BG,brezovo,1651351831
55.597388,43.7556,272.2,80,5,2.28,RU,chernukha,1651351831
40.921628,-8.467883,286.62,76,1,1.15,PT,milheiros de poiares,1651351832
55.552907,34.995369,273.87,70,30,1.3,RU,gzhatsk,1651351833
18.8,-97.266667,294.2,65,95,3.07,MX,maltrata,1651351833
61.2,6.533333,274.4,96,83,1.12,NO,balestrand,1651351834
47.741478,18.648127,289.32,61,100,1.64,HU,tat,1651351835
-13.0666667,-76.35,296.11,70,40,3.32,PE,imperial,1651351835
26.8,82.2,299.65,55,2,5.85,IN,ayodhya,1651351836
47.283333,23.6,283.84,76,10,1.88,RO,rus,1651351837
40.9688889,-73.7130556,294.08,24,0,6.69,US,harrison,1651351838
41.77,-72.3055556,290.7,30,40,4.63,US,coventry,1651351839
43.275475,46.730775,286.22,92,6,2.63,RU,mutsalaul,1651351839
40.9,16.833333,288.46,67,0,1.54,IT,acquaviva delle fonti,1651351840
42.9763889,-88.1083333,288.88,76,100,8.75,US,new berlin,1651351563
44.750833,43.436944,288.94,64,100,4.04,RU,novoselitskoye,1651351841
39.5094444,-76.1644444,293.36,26,94,3.24,US,aberdeen,1651351842
46.680951,18.439353,287.56,73,95,2.52,HU,pincehely,1651351842
7.578333,126.504167,297.32,94,96,1.96,PH,mahanub,1651351843
-3.4166667,10.65,298.65,90,93,0.91,GA,mayumba,1651351844
11.2743,124.0579,299.81,83,100,5.08,PH,maya,1651351845
27.016667,78.316667,306.14,12,1,2.9,IN,fatehabad,1651351845
23.916667,-106.9,302.02,37,47,5.11,MX,la cruz,1651351846
35.1980556,-111.6505556,296.77,13,77,0.45,US,flagstaff,1651351847
6.81449,-75.240634,292.94,82,87,1.6,CO,guadalupe,1651351847
53.006389,91.483611,285.46,58,67,3.16,RU,mayna,1651351848
5.265977,-76.564874,302.05,92,100,1.71,CO,tado,1651351849
-21.433333,-45.95,290.64,92,66,1.92,BR,alfenas,1651351850
-33.917988,25.570066,288.88,79,5,2.68,ZA,port elizabeth,1651351616
55.317331,38.652642,275.42,70,36,1.51,RU,voskresensk,1651351851
40.8013889,-72.8680556,291.73,27,0,6.17,US,shirley,1651351851
22.5661111,91.9325,296.2,97,16,1.75,BD,raozan,1651351852
40.6369444,22.3877778,291.22,84,99,0.15,GR,nision,1651351853
7.133333,124.816667,296.03,94,67,0.83,PH,malapag,1651351854
6.060278,125.385278,297.49,88,92,1.26,PH,suyan,1651351854
11.6237,122.4649,297.14,100,98,3.0,PH,cawayan,1651351855
20.383333,-103.833333,307.88,6,95,1.65,MX,cocula,1651351856
47.0,12.533333,281.46,93,100,2.03,AT,matrei,1651351856
52.676543,4.702946,281.47,74,89,0.45,NL,bergen,1651351857
46.15,27.3,284.41,66,76,1.99,RO,corbita,1651351858
41.0166667,23.4833333,288.22,82,100,1.07,GR,kato kamila,1651351858
42.1166667,-86.4541667,291.65,71,100,8.75,US,benton harbor,1651351859
44.866667,25.916667,284.9,66,65,1.94,RO,targsorul-vechi,1651351860
58.266667,12.3,281.25,70,100,1.54,SE,trollhattan,1651351861
33.072778,107.030278,283.35,56,100,0.68,CN,hanzhong,1651351861
14.2733,120.7377,301.08,85,100,3.89,PH,maragondon,1651351862
56.0,-4.583333,284.42,87,100,7.72,GB,balloch,1651351863
46.866667,27.55,284.1,76,16,1.1,RO,rebricea,1651351570
40.3338889,44.3777778,287.18,65,78,1.5,AM,karbi,1651351864
15.266667,-90.2,298.24,71,72,1.65,GT,purulha,1651351865
56.316667,38.7,272.25,74,8,1.35,RU,karabanovo,1651351865
40.8808333,-88.6297222,295.86,78,100,7.72,US,pontiac,1651351866
19.133333,-98.233333,296.24,35,78,4.87,MX,almecatla,1651351867
10.3999,123.0178,297.2,83,90,1.95,PH,haguimit,1651351867
-11.716667,-40.133333,297.53,62,88,3.88,BR,mairi,1651351868
45.183333,25.766667,280.73,82,65,2.06,RO,brebu,1651351869
44.15,-79.866667,288.87,20,100,3.09,CA,alliston,1651351870
42.59689,47.718245,283.02,91,34,0.62,RU,ullubiyaul,1651351870
46.421944,19.183611,286.38,72,58,3.31,HU,csaszartoltes,1651351871
22.15,-102.416667,300.64,8,61,4.54,MX,san jose de gracia,1651351872
36.5433333,-119.3861111,300.93,20,0,3.14,US,dinuba,1651351873
37.65,138.933333,281.4,90,100,1.81,JP,tsubame,1651351873
51.283333,-0.316667,286.9,74,0,2.57,GB,leatherhead,1651351874
42.6702778,-71.3025,289.69,35,75,5.14,US,dracut,1651351875
37.759,45.9783,284.9,72,46,0.2,IR,azar shahr,1651351876
34.883333,136.933333,290.41,72,75,9.26,JP,handa,1651351876
47.433333,20.8,280.92,81,29,2.86,HU,kunmadaras,1651351877
4.95,100.633333,297.82,95,90,1.11,MY,simpang empat,1651351878
38.6447222,-121.2711111,300.63,33,0,3.58,US,fair oaks,1651351584
23.3,92.833333,290.46,97,84,1.21,IN,serchhip,1651351879
46.2361111,15.2675,286.62,74,73,0.45,SI,celje,1651351880
44.016667,23.633333,286.97,76,2,3.15,RO,giurgita,1651351880
42.2597222,-72.2402778,290.34,40,100,3.43,US,ware,1651351881
50.35,5.466667,282.15,84,100,1.67,BE,durbuy,1651351684
37.6127778,69.7061111,295.19,45,43,1.4,TJ,moskovskiy,1651351882
42.0283333,-97.4166667,280.65,83,100,14.4,US,norfolk,1651351883
41.1880556,44.3272222,280.94,96,77,1.62,AM,norashen,1651351884
-12.28,43.7425,300.77,77,15,6.93,KM,fomboni,1651351884
7.7478,123.1445,297.31,95,42,1.15,PH,kumalarang,1651351885
41.1594444,-81.4405556,294.02,14,0,3.6,US,stow,1651351886
45.833056,40.145556,284.96,79,100,4.87,RU,parkovyy,1651351887
-20.1202778,57.6636111,297.72,82,22,4.99,MU,belle vue maurel,1651351887
10.15,124.05,299.2,89,20,1.03,PH,cabul-an,1651351888
22.983333,71.466667,302.67,54,0,7.0,IN,dhrangadhra,1651351889
-8.016667,-34.85,299.1,78,75,5.66,BR,olinda,1651351889
-12.5333333,27.85,287.69,82,2,1.68,ZM,chingola,1651351890
45.890556,12.2925,290.36,49,100,2.05,IT,conegliano,1651351891
11.3574,119.5049,301.36,77,100,6.62,PH,teneguiban,1651351892
48.804542,44.47439,285.64,47,0,6.0,RU,gorodishche,1651351739
50.05,4.483333,281.03,80,97,1.87,BE,couvin,1651351893
-38.066667,174.816667,288.99,78,15,2.99,NZ,kawhia,1651351893
42.05,25.6,282.52,88,21,0.61,BG,dimitrovgrad,1651351894
50.65,13.166667,282.42,81,95,0.79,DE,marienberg,1651351895
18.55,-99.266667,310.9,15,26,0.97,MX,tehuixtla,1651351896
14.8,-91.916667,303.95,77,89,1.92,GT,nuevo progreso,1651351897
69.666667,18.966667,272.69,86,75,2.57,NO,tromso,1651351897
36.9,15.133333,289.36,65,100,3.35,IT,avola,1651351898
43.733333,24.75,286.53,79,5,2.21,RO,islaz,1651351899
41.082916,-8.626794,287.77,80,40,3.6,PT,gulpilhares,1651351899
6.3166667,19.0666667,295.44,81,69,0.73,CF,dekoa,1651351900
-9.7833333,29.0833333,289.17,87,51,1.57,ZM,kawambwa,1651351901
7.487222,124.299167,293.14,91,38,1.58,PH,barira,1651351901
46.7373,39.5645,283.25,75,100,5.45,RU,krasnoye,1651351902
47.233333,22.8,283.38,68,52,0.98,RO,simleu silvaniei,1651351903
53.483333,-2.15,284.21,82,100,1.54,GB,droylsden,1651351904
10.9758,124.6332,297.71,91,100,1.33,PH,ipil,1651351904
48.95,16.316667,287.16,68,99,0.92,CZ,miroslav,1651351905
40.8894444,-111.88,293.07,24,75,2.57,US,bountiful,1651351906
39.2333333,23.2166667,286.71,67,90,1.53,GR,argalasti,1651351907
48.409062,22.176139,284.25,72,49,2.38,HU,zahony,1651351907
34.233333,132.566667,285.66,79,100,0.82,JP,kure,1651351908
23.366667,85.866667,298.62,84,25,2.61,IN,muri,1651351909
7.259572,-8.154981,295.88,97,81,1.95,CI,danane,1651351909
44.1436111,17.4,282.26,91,17,0.22,BA,donji vakuf,1651351910
-10.7166667,165.8333333,301.26,77,90,3.4,SB,lata,1651351911
48.89317,2.103714,286.07,59,0,3.6,FR,le pecq,1651351912
37.1694444,-104.5,295.88,18,0,5.14,US,trinidad,1651351912
45.5,9.266667,290.34,51,20,1.03,IT,vimodrone,1651351913
27.1,84.083333,297.67,56,1,4.85,IN,bagaha,1651351914
37.3811111,-121.8163889,297.57,49,20,9.26,US,east foothills,1651351914
49.4758333,6.0422222,283.61,68,9,2.99,LU,tetange,1651351915
-10.7166667,39.7333333,292.6,96,5,1.3,TZ,kitama,1651351916
15.5448,120.8931,297.5,86,93,1.64,PH,san carlos,1651351916
57.266667,-5.716667,283.15,89,99,2.4,GB,kyle of lochalsh,1651351917
50.983333,4.833333,283.1,72,75,1.54,BE,aarschot,1651351918
12.978056,123.822222,297.59,91,71,1.96,PH,san vicente,1651351919
26.041841,68.137772,306.1,17,1,5.76,PK,sann,1651351919
41.7,15.733333,282.98,67,0,3.09,IT,san giovanni rotondo,1651351920
22.496389,-105.359444,309.13,19,57,5.19,MX,acaponeta,1651351921
55.305846,10.803394,284.25,73,98,1.49,DK,nyborg,1651351921
-3.65,-44.4,297.08,95,100,0.25,BR,cantanhede,1651351922
47.5302778,-122.0313889,289.8,68,75,2.06,US,issaquah,1651351923
-21.083333,-45.566667,292.87,84,89,2.11,BR,boa esperanca,1651351924
25.75,93.166667,292.74,94,89,0.45,IN,lumding,1651351924
8.640016,-82.945997,299.84,93,100,1.27,CR,corredor,1651351925
8.335,126.334722,297.96,93,100,1.75,PH,loyola,1651351926
33.7438889,-90.7247222,301.13,56,55,6.46,US,cleveland,1651351661
55.783333,-4.633333,284.36,89,100,7.72,GB,lochwinnoch,1651351927
12.6417,123.9092,298.86,89,85,2.94,PH,otavi,1651351928
63.073369,40.332851,267.83,94,73,1.5,RU,yemtsa,1651351928
23.666667,-100.183333,302.04,16,2,1.88,MX,doctor arroyo,1651351929
40.6366667,-80.2402778,294.44,18,100,1.8,US,aliquippa,1651351930
44.65,-63.6,279.82,68,100,5.66,CA,halifax,1651351911
46.401342,48.54093,285.12,76,1,3.31,RU,volodarskiy,1651351931
31.0558333,-97.4641667,304.64,60,87,2.52,US,belton,1651351932
63.073369,40.332851,267.83,94,73,1.5,RU,yemtsa,1651351928
43.433333,43.578611,288.11,77,75,1.0,RU,khasanya,1651351933
53.625877,79.534501,287.46,52,92,3.55,RU,khabary,1651351933
41.648983,1.1396,288.39,89,100,4.03,ES,tarrega,1651351934
36.2977778,-119.2058333,300.88,30,0,3.6,US,farmersville,1651351935
-29.8166667,27.25,281.71,43,0,1.23,LS,mafeteng,1651351936
46.627222,13.367222,286.79,85,100,1.08,AT,hermagor,1651351937
49.416667,16.633333,286.97,57,100,1.38,CZ,rajec-jestrebi,1651351937
32.3641667,-88.7036111,302.0,37,17,3.52,US,meridian,1651351938
59.961244,29.414868,277.01,81,100,6.07,RU,lebyazhye,1651351939
38.0,22.7333333,289.81,46,2,1.34,GR,moulkion,1651351939
42.6780556,-88.2761111,291.25,78,100,9.77,US,burlington,1651351940
28.616667,80.1,300.86,20,6,3.53,IN,kalinagar,1651351941
43.966667,25.966667,284.65,74,0,1.78,RO,fratesti,1651351942
7.4108333,-11.5422222,298.72,85,27,1.38,SL,foindu,1651351942
41.116667,16.483333,286.48,57,0,1.56,IT,ruvo di puglia,1651351943
18.2833333,-73.4,299.5,73,90,1.6,HT,aquin,1651351944
55.052862,74.575111,280.82,54,100,6.16,RU,kalachinsk,1651351945
40.5147222,21.6786111,285.66,93,100,1.23,GR,ptolemais,1651351945
18.75,73.85,297.62,59,0,3.62,IN,chakan,1651351946
45.616667,27.2,283.95,64,31,2.58,RO,slobozia-ciorasti,1651351947
7.666667,124.15,294.86,91,39,1.68,PH,marogong,1651351947
57.278248,61.996496,274.49,61,45,2.04,RU,bulanash,1651351948
41.401277,-8.368883,287.36,78,2,1.02,PT,serzedelo,1651351949
-22.85,-46.316667,290.08,96,100,1.46,BR,extrema,1651351950
37.7913889,20.8952778,291.28,85,33,0.15,GR,zakinthos,1651351951
45.116667,10.033333,289.62,64,100,0.88,IT,cremona,1651351951
44.3683333,-100.3505556,282.62,84,100,12.35,US,pierre,1651351952
4.4148,114.0089,297.23,100,20,1.54,MY,miri,1651351953
6.131564,-72.708947,288.12,83,86,2.58,CO,sativanorte,1651351954
-18.616667,-51.066667,299.25,46,40,1.84,BR,cacu,1651351954
27.7519444,-98.0694444,304.09,58,100,4.63,US,alice,1651351955
8.4859,123.8048,297.9,91,83,0.88,PH,oroquieta,1651351956
39.023619,-8.976916,294.05,74,2,3.57,PT,carregado,1651351790
41.2916667,-72.3766667,291.75,33,0,3.09,US,old saybrook,1651351957
19.616667,76.7,304.3,20,2,3.41,IN,jintur,1651351957
-17.0883333,-71.7575,293.43,73,9,2.8,PE,cocachacra,1651351958
7.294167,125.625833,298.05,100,75,3.09,PH,maduao,1651351959
44.883333,24.05,284.46,77,93,1.81,RO,ladesti,1651351960
51.57438,26.565034,280.58,70,79,2.16,UA,dubrovytsya,1651351960
38.962507,-0.584431,293.09,59,100,1.34,ES,canals,1651351961
-30.533333,-52.516667,285.81,83,77,3.0,BR,encruzilhada do sul,1651351962
24.803788,125.302222,297.26,87,100,6.97,JP,hirara,1651351962
-10.9666667,-75.2166667,299.45,68,54,1.71,PE,perene,1651351963
55.7172222,21.1175,282.18,68,98,4.37,LT,klaipeda,1651351964
47.666667,23.083333,284.45,88,14,0.0,RO,homorod-de jos,1651351964
45.3247222,-118.0866667,284.67,67,100,4.23,US,la grande,1651351965
35.2333333,23.6333333,290.81,57,17,5.95,GR,yialos,1651351966
-2.2783333,40.9033333,301.3,81,52,6.72,KE,lamu,1651351967
-8.116667,-37.65,298.07,57,100,5.08,BR,custodia,1651351967
54.059404,15.279377,281.01,73,100,1.5,PL,trzebiatow,1651351968
46.186794,6.21614,284.47,85,20,2.06,FR,gaillard,1651351969
-18.683333,-49.583333,299.08,38,2,1.77,BR,capinopolis,1651351969
12.983333,75.983333,295.1,93,78,4.22,IN,alur,1651351970
-28.700083,26.459684,280.82,36,0,2.47,ZA,brandfort,1651351971
47.308682,44.521617,287.49,36,100,4.49,RU,ketchenery,1651351971
57.6488,59.5014,273.8,63,99,1.85,RU,visim,1651351972
7.133333,40.7,287.91,86,62,2.13,ET,ginir,1651351973
46.3844444,16.4338889,285.94,24,92,0.45,HR,cakovec,1651351974
-4.2166667,35.75,289.72,90,49,0.97,TZ,babati,1651351974
7.1,39.2,286.25,87,17,1.18,ET,asasa,1651351975
45.016667,22.683333,282.94,83,98,1.86,RO,obarsia-closani,1651351976
17.3,-96.9,300.1,32,93,4.6,MX,telixtlahuaca,1651351977
22.966667,76.066667,303.83,32,44,6.68,IN,dewas,1651351977
8.137278,-5.10095,302.42,70,53,1.6,CI,katiola,1651351978
38.8644444,-77.1880556,294.99,28,0,4.12,US,jefferson,1651351979
9.333611,125.9775,298.21,90,91,0.11,PH,cantilan,1651351979
42.2411111,-83.6130556,289.05,37,100,7.2,US,ypsilanti,1651351980
51.552778,105.130556,278.87,82,81,3.3,RU,tankhoy,1651351981
39.889007,-0.084989,292.41,81,100,0.52,ES,burriana,1651351981
13.316667,80.2,303.14,86,3,5.01,IN,ponneri,1651351982
45.533333,9.133333,290.85,52,20,1.03,IT,novate milanese,1651351983
14.6666667,-61.0333333,302.98,33,20,4.63,MQ,saint-joseph,1651351984
43.345287,3.222374,291.7,55,0,4.12,FR,beziers,1651351984
46.061944,13.242222,289.35,55,0,1.54,IT,udine,1651351985
37.566667,140.116667,279.68,85,100,2.12,JP,inawashiro,1651351986
43.366667,-80.983333,288.6,44,100,5.7,CA,stratford,1651351986
46.216667,21.383333,286.12,82,0,1.54,RO,livada,1651351987
42.3,69.6,290.48,72,0,2.0,KZ,shymkent,1651351988
47.802546,7.236579,284.17,94,17,2.47,FR,wittelsheim,1651351989
-19.8,-45.666667,296.87,55,79,2.24,BR,luz,1651351989
50.244501,32.510733,280.0,79,65,2.79,UA,pyryatyn,1651351990
6.7081,7.3167,301.19,77,100,2.09,NG,aku,1651351991
45.083333,24.183333,283.58,88,100,1.05,RO,baile govora,1651351991
-2.8705556,30.5280556,288.62,96,99,1.21,TZ,bugarama,1651351992
48.799931,2.332555,285.95,59,0,4.63,FR,arcueil,1651351993
47.566667,10.7,280.38,97,100,0.24,DE,fussen,1651351994
38.1973,44.7653,284.74,79,36,0.84,IR,salmas,1651351994
51.932614,43.497785,278.37,67,46,4.2,RU,arkadak,1651351995
28.7,76.583333,305.36,14,8,3.57,IN,beri,1651351996
24.8833333,90.7166667,295.75,86,82,1.53,BD,netrakona,1651351997
41.0105556,44.4675,282.49,95,88,1.9,AM,agarak,1651351997
23.683333,86.983333,299.56,78,11,4.42,IN,asansol,1651351998
35.975556,139.650833,287.53,58,100,2.44,JP,hasuda,1651351999
-13.05,-46.883333,298.85,43,59,1.59,BR,campos belos,1651351999
47.433333,26.9,285.8,69,73,0.45,RO,harlau,1651352000
12.8511111,-86.0994444,306.36,36,100,1.86,NI,sebaco,1651352001
33.6116667,-111.7166667,307.96,7,64,2.68,US,fountain hills,1651352002
47.85,12.066667,283.19,92,100,1.31,DE,kolbermoor,1651352002
44.633333,28.683333,282.29,76,9,3.4,RO,mihai viteazu,1651352003
12.419844,120.989313,299.17,79,98,3.63,PH,san agustin,1651352004
49.258999,2.437766,285.32,85,14,2.39,FR,montataire,1651352004
-25.245291,130.980545,289.05,55,40,5.14,AU,yulara,1651352005
53.676898,39.625655,274.89,69,3,2.25,RU,tsentralnyy,1651352006
18.816667,76.116667,302.28,22,0,6.72,IN,dharur,1651352007
55.866383,48.359404,275.12,87,91,2.97,RU,volzhsk,1651352007
43.666667,25.366667,282.9,79,3,1.76,RO,zimnicea,1651352008
33.633333,114.633333,282.43,46,99,1.74,CN,zhoukou,1651352009
45.016667,26.15,284.55,66,55,2.27,RO,plopu,1651352009
39.6666667,22.3833333,286.66,71,97,0.74,GR,yiannouli,1651352010
40.0872222,-74.9038889,294.45,18,0,5.66,US,croydon,1651352011
-29.85,-51.166667,292.08,78,75,4.12,BR,esteio,1651352012
50.883333,5.65,284.49,75,99,2.68,BE,lanaken,1651352012
5.001667,-75.752222,297.0,72,91,2.21,CO,san jose,1651352013
46.833333,22.983333,283.15,78,98,1.44,RO,sancraiu,1651352014
10.3148,123.5835,299.18,83,100,1.61,PH,tajao,1651352014
42.640309,125.511762,275.14,62,56,1.18,CN,dongfeng,1651352015
39.3752778,21.9752778,289.34,75,100,0.57,GR,prodromos,1651352016
47.513835,17.095067,284.25,54,69,1.61,HU,mihalyi,1651352017
-25.113194,29.044538,291.95,39,55,3.39,ZA,siyabuswa,1651352017
16.566667,-96.733333,301.66,36,39,4.81,MX,ejutla de crespo,1651352018
45.816667,26.0,282.14,84,30,1.23,RO,borosneu mare,1651352019
40.8325,-115.7622222,290.23,25,100,4.63,US,elko,1651351468
53.0241,45.9529,276.17,83,39,3.22,RU,srednyaya yelyuzan,1651352020
53.542062,14.555212,283.33,84,99,2.03,PL,police,1651352021
49.751667,8.116111,284.52,81,100,1.15,DE,alzey,1651352021
37.566667,15.05,289.81,58,0,2.06,IT,mascalucia,1651352022
6.914867,126.153226,297.26,89,86,1.75,PH,dawan,1651352023
43.466667,-81.183333,289.32,46,100,5.8,CA,mitchell,1651352023
11.75,79.75,302.16,81,17,5.65,IN,gudalur,1651352024
11.6387,122.3341,297.02,99,97,2.51,PH,banga,1651352025
19.533333,84.883333,298.9,92,6,2.19,IN,purushottampur,1651352026
45.216667,27.433333,284.31,68,48,0.83,RO,sutesti,1651352026
13.574278,100.835333,302.65,72,20,4.12,TH,bang bo,1651352027
